class,b,c,d,e,f,g,h,i,k,k,l,m,n,o,p
1,71,2,5.97,15793,0.003698557,20.24866091,-2.705736,57.33265207,-21.68383423,186.6290033,-15.11411641,1.671283204,0.343568585,5.869214974,230.3316496
1,71,2,5.87,15793,0.003205862,21.05170975,6.094536347,32.79294419,-20.8397954,184.851027,-9.469311483,4.520929052,0.43899123,5.032687191,247.3943442
1,71,2,5.97,15793,0.003100163,19.49740904,4.09404378,35.16285467,-21.59281975,191.3812546,-10.02272651,1.961981173,0.60774976,6.019178915,201.0750163
1,71,2,5.01,15795,0.003902635,11.76780745,12.82010666,31.77495659,-15.97487229,92.68235755,-3.166472807,15.48095773,0.119435674,6.925762713,239.6107332
1,71,2,4.69,15795,0.002547952,8.476035551,1.833931168,34.71589473,-16.70176411,86.96096426,-10.05502361,13.77305634,0.077214864,6.483597654,197.2328827
1,71,2,6.07,15795,0.002574178,9.364904797,5.461559352,80.41755209,-17.42277903,181.9672885,2.065251512,19.91191668,0.390244322,8.683452829,270.7534914
1,71,2,4.01,15796,0.003783241,10.60236463,9.054052982,50.26788756,-14.91300653,133.8755809,-11.1150464,18.34021976,0.181850984,9.105671852,319.3184907
1,71,2,4.99,15796,0.002365812,8.727904049,8.413138013,77.68691613,-18.09228187,149.8933589,-6.248975271,13.33615763,0.114400177,6.820269117,314.9513026
1,71,2,6.01,15796,0.002249666,7.55974814,9.004884538,80.24073333,-16.43216979,142.7868951,0.367983073,21.8674686,0.077458407,7.67412763,221.1205483
1,71,2,6.01,15796,0.002638881,10.46287808,10.71691184,93.65613603,-17.16061551,158.7647255,-5.256525743,22.14409041,0.119233194,9.379952191,259.3359252
1,71,2,5.97,15848,0.001422587,12.14430318,4.626379172,23.25751505,-20.62441248,68.21177047,-23.85589126,16.04311723,0.19906392,3.475301021,159.6111432
1,71,2,5.97,15848,0.002203319,16.77507,13.69326711,39.39234336,-20.8136022,180.1224241,-11.70184483,47.34834191,0.126365653,2.929563016,147.396806
1,71,2,5.87,15848,0.002597734,17.71805738,24.16406368,41.97345253,-20.41132636,134.0013927,-1.741069109,40.23264398,0.076656647,2.480089068,102.8879993
1,71,2,5.97,15848,0.002140337,19.255135,14.62230067,60.36528355,-20.20055613,151.5085837,-6.363667444,50.30882934,0.11829176,2.389010872,125.2056786
1,71,2,6.01,15919,0.002047524,9.264120068,6.930727345,49.19633406,-12.49586337,120.2846828,-6.341855719,7.570739569,0.254111338,6.670540623,248.107546
1,71,2,5.97,15919,0.001381677,8.483891756,0.290926571,61.30135701,-16.62221325,117.736358,-4.738589094,2.819238152,0.220150717,8.735852276,186.425324
1,71,2,6.01,15919,0.001932985,10.08339712,-4.750491447,34.35001358,-17.41058709,75.68344919,-12.47749472,4.44073692,0.079894513,7.018405697,82.70353573
1,71,2,5.97,16020,0.001780369,-0.331080488,1.313513983,33.02724973,-21.570316,164.468524,-5.000896721,50.79260733,0.082108809,3.3255555,145.4466773
1,71,2,5.97,16020,0.003051103,2.112973547,-2.070798573,100.3775,-21.70513985,181.3661079,-3.764495799,40.31279876,0.094785407,3.746691693,124.0716939
1,71,2,5.97,16020,0.002523186,5.078354438,-2.52230933,81.86473375,-21.52768276,146.2092565,-5.476108439,26.84688066,0.094098952,3.232186208,105.7779131
1,71,2,5.97,18660,0.003207039,11.67936669,3.343537408,64.14790529,-18.28629308,187.5164378,-21.13183198,1.636793688,0.270791493,5.2284577,272.4478691
1,71,2,5.93,18660,0.001208025,12.26639723,4.905852302,6.776782066,-19.47741328,74.20739586,-15.13083403,8.985884251,0.131618549,6.766770058,133.9896242
1,71,2,6.01,18660,0.002706269,6.841975042,-3.778442037,12.07207587,-17.46542471,71.42253412,-15.86773861,22.33777658,0.143982658,7.51557843,152.468152
1,71,2,5.79,18660,0.001744543,9.458330046,0.911851308,22.16945837,-16.84391676,60.55759904,-20.20625823,19.56486212,0.221665692,6.000861412,153.1311258
1,71,2,5.51,18670,0.00202115,12.6853581,18.82725809,31.20338649,-19.12064118,153.0145908,-9.943857306,28.16920838,0.206210198,3.665837792,181.206061
1,71,2,5.05,18670,0.002125861,10.23731019,5.045634688,118.6867803,-19.35347007,197.9759292,-18.57788614,3.63116274,0.36380886,5.153907442,234.2709869
1,71,2,5.79,18670,0.003911147,11.18228562,7.80483522,97.94969461,-18.71048351,169.6317408,-21.9868508,2.697464541,0.101943532,6.234523162,218.8063778
1,71,2,5.97,18681,0.001920933,14.0098628,2.222862362,104.2135021,-19.13564981,211.9093164,-1.636194913,4.952767426,0.084219124,5.177828533,210.1364288
1,71,2,5.97,18681,0.003133184,16.17219102,14.17914128,52.46357597,-18.45805394,290.2626198,-5.685820945,4.805227941,0.079130676,7.833513431,230.8047771
1,71,2,5.97,18681,0.003795558,10.96991356,0.280633459,82.39818997,-16.28666941,211.217781,-1.842856611,4.292938378,0.096149075,5.741882713,143.8736271
1,71,2,5.97,18681,0.002598444,16.92479644,5.687071946,51.79231001,-15.45191868,162.8944135,-8.234260704,6.932656447,0.112628643,7.748623711,274.6561605
1,71,2,5.51,18693,0.002752432,5.821056842,18.34704867,44.05432883,-13.47214294,84.45013809,-2.462939264,47.85567878,0.09755075,4.916835839,91.58320667
1,71,2,5.97,18693,0.002008356,5.669102041,10.32346391,28.07818578,-17.02840414,56.85179032,-1.981175439,29.87160813,0.104596061,5.738174546,160.1824372
1,71,2,4.61,18693,0.003643881,7.280375079,16.55884713,10.67670069,-14.30345186,46.26201792,0.337707829,24.52241335,0.213119852,6.583033412,171.0997591
1,71,2,5.97,18702,0.002667322,11.65466459,7.819662011,73.21289609,-23.41866886,128.1951867,3.859641043,2.714867258,0.126915845,7.570312289,177.972113
1,71,2,5.77,18702,0.004076284,6.451981345,0.773700571,14.62453615,-18.18466911,120.5454442,-5.568610102,3.687315161,0.146067982,6.861927581,169.8327494
1,71,2,5.97,18702,0.004149253,13.47326866,-0.741948236,12.70770221,-13.83190606,43.38275076,1.33091035,13.20039058,0.220817137,6.279716935,167.4133562
1,71,2,5.85,18703,0.002977072,11.10490128,3.048630546,11.75779761,-17.71956714,37.27025898,-3.332989006,7.491592839,0.079466861,6.178075386,160.0232573
1,71,2,5.73,18703,0.001989,10.52626983,3.566785771,6.384669023,-17.64289449,33.58626257,-4.052928414,19.48368126,0.100768031,8.108111923,212.0287794
1,71,2,5.65,18703,0.00253468,11.05482287,7.773180054,11.50780273,-17.49586884,117.3835159,3.635518044,36.56897387,0.077540494,6.996731132,124.0171782
1,71,2,5.97,18703,0.002675883,10.22862496,3.111917654,13.16914933,-16.16928377,61.70358812,6.059997128,48.11984919,0.089648344,6.060435121,123.7895733
1,71,2,5.01,18707,0.002118211,14.66831316,7.225347326,21.90529777,-23.39899515,80.98804752,-1.805963395,36.22531178,0.172163954,6.861764365,101.2560764
1,71,2,5.51,18707,0.00176358,12.17796226,6.906014446,59.72670591,-23.22053381,132.0354624,2.483037744,40.74553192,0.105063907,6.717121239,124.357647
1,71,2,5.61,18707,0.002672554,12.03989369,6.038291212,86.7203649,-23.47473394,146.1174827,2.375888423,44.97449283,0.12686124,7.940281032,99.84352615
1,71,2,6.15,18707,0.001959416,11.84332865,9.024018491,86.57765465,-24.42385126,143.1363704,-1.581121094,41.38953627,0.110559747,6.908530842,110.8931685
1,71,2,6.01,18726,0.002936001,-0.8693122,0.797085384,16.21136569,-21.82722133,49.9642941,8.29245703,19.14173191,0.241998362,4.687029506,113.9881229
1,71,2,5.97,18726,0.003125562,5.479878069,11.59064133,21.37888744,-23.08144781,143.85221,0.387708126,6.049267697,0.285950223,5.226293642,133.7364484
1,71,2,4.83,18726,0.002688436,-1.422586658,8.715373111,32.47417622,-17.5263314,72.4878017,5.846866408,6.449668693,0.211454633,6.063067373,159.5713743
1,71,2,5.97,18726,0.002535,-2.003652993,-0.917748785,15.39400392,-18.13928336,64.86548724,2.968162853,4.656144666,0.329462494,4.901358449,120.9790326
1,71,2,5.97,18730,0.002911495,6.568570991,-1.509557744,18.06372666,-25.17881492,51.23086878,2.743722001,3.081209669,0.433849603,7.232527312,259.7341484
1,71,2,5.81,18730,0.002400919,14.07867221,4.36975525,8.072078912,-23.90743018,26.66050422,5.399001381,31.02829613,0.053714013,6.900381816,138.5903558
1,71,1,5.97,18749,0.002940562,5.274833417,19.67193835,8.824336507,-18.29033482,17.27289603,7.716302726,15.51098012,0.125326526,7.018634691,224.7104376
1,71,1,5.93,18749,0.002591816,6.967527568,17.15962888,25.3991732,-13.43260166,48.17940618,10.16352081,40.81798247,0.157335837,5.603823287,115.3425914
1,71,1,5.97,18749,0.002083975,9.542602193,10.74919122,34.68964995,-14.55259511,73.70204337,15.04082276,47.19731984,0.594384018,3.617309127,218.2165159
1,71,1,5.97,18749,0.002532214,14.97367301,9.728873906,35.55240263,-15.66076024,55.6164805,4.698069331,42.74873749,0.509485291,5.209887704,137.8477467
1,71,1,5.97,18760,0.001790954,16.0916861,13.82138909,106.3809353,-21.20764163,178.0617266,-6.431100655,3.190441193,0.083352895,6.55754714,132.0326856
1,71,1,6.01,18760,0.002265998,17.32557938,13.90187022,88.12310895,-18.09229924,261.9700731,-0.408062177,4.223448746,0.090327864,7.711610574,93.15547719
1,71,1,6.01,18760,0.002650906,17.22913818,12.17442297,44.36796429,-15.58022163,230.7342825,1.017669571,6.304567576,0.175640517,6.992934766,176.3859743
1,71,1,5.99,18760,0.002426723,17.27667242,16.29033237,11.16929396,-13.96899609,45.1085305,12.53818533,4.806250002,0.152487532,6.460568489,133.6162707
1,71,1,5.92,18765,0.00252184,20.3495547,-1.066913333,123.9172237,-22.80536918,171.4665327,-6.379950394,2.613235867,0.103257412,6.707721346,109.3124125
1,71,1,5.97,18765,0.003031107,24.72128023,5.356203504,69.72426508,-18.50469546,127.6399552,-6.147808842,1.81514616,0.113097649,7.323056788,203.2160742
1,71,1,5.97,18766,0.002204152,20.27838577,6.281007466,16.19089619,-23.133031,52.8581953,-4.635382871,4.937245672,0.081008168,6.546350328,93.38366508
1,71,1,5.87,18766,0.002299138,15.52698795,5.123011182,13.53887627,-20.43389233,50.10726107,-0.828421836,4.283747906,0.161834821,5.390634562,132.4148891
1,71,1,6.01,18766,0.002641852,16.60614545,7.025850994,15.07345642,-24.23988622,77.79250102,-1.356488682,3.021539058,0.129633566,6.442415866,93.23197451
1,71,1,6.01,18766,0.0030046,15.92443527,-4.403340585,63.25327355,-22.25667529,128.0070139,4.30184191,5.956194845,0.253967891,6.963735427,298.586001
1,71,1,5.51,18785,0.002001497,14.5090616,-0.059712701,80.72770365,-25.04000692,203.5990217,-8.595145004,3.349830911,0.144102303,5.503235623,147.4625985
1,71,1,5.85,18785,0.001953176,15.31268994,5.245745955,81.38349205,-25.05539544,197.1800995,-11.2957708,3.046585342,0.240748634,5.618471908,163.5986934
1,71,1,5.77,18785,0.002082783,9.659693821,7.900698029,55.43479655,-23.22614395,119.3567619,-3.4779378,3.222377988,0.147158081,5.421652364,244.847341
1,71,1,5.97,18785,0.001151109,10.48544379,5.022809618,9.681072883,-20.0613804,18.3586542,-3.447919843,10.61669633,0.48246369,5.760133424,269.2137422
1,71,1,5.51,18818,0.004794574,21.51076113,8.288437323,68.09730759,-21.58670727,141.3474596,-7.007601123,1.827906112,0.170181008,5.89061509,208.3947351
1,71,1,5.97,18818,0.001731981,13.64188939,4.825081463,10.19082221,-22.44784195,78.67959037,-6.765604812,13.69040694,0.09253936,8.727444035,120.0623597
1,71,1,5.87,18818,0.001389418,12.41850674,-1.740470596,25.38441458,-20.07906707,104.7529337,-3.863451239,17.89732401,0.082042997,6.429145743,184.5362412
1,71,1,6.01,18818,0.00204754,15.88453222,3.156027799,63.76315171,-16.6332158,122.3924457,-6.491761547,18.82730708,0.175065496,5.190322939,398.8856218
1,71,1,5.97,19149,0.004622776,19.04716085,14.04011434,84.11644098,-22.61299479,180.9340059,-14.29957035,2.492994654,0.172485131,8.298747959,234.4431113
1,71,1,5.69,19149,0.00206243,25.82929757,20.8061526,10.53033989,-22.51835328,67.69988567,-8.271200687,4.295429444,0.078883979,7.046493189,264.8941745
1,71,1,5.97,19149,0.002095877,20.54395078,13.28308786,13.28203486,-20.43055768,107.0007946,-12.27458956,3.336202738,0.07650276,8.556668796,239.0699151
1,71,1,5.97,19149,0.001690586,24.0262327,23.00619196,12.17557005,-16.80085824,30.62524033,-3.419415149,15.95561627,0.066894663,7.649671218,269.7978093
1,81,2,5.97,19606,0.002335691,5.755768431,16.47447761,9.479270116,-5.175139256,25.14905512,12.83271598,29.43698917,0.046461775,2.145446021,85.25666583
1,81,2,5.79,19606,0.002208775,9.143906871,20.694167,2.689146551,-2.082922674,7.671680549,13.43364266,22.06568881,0.290532844,3.679559578,80.20155812
1,81,2,5.93,19606,0.002807711,2.869218629,18.40654932,2.408860635,-1.799975492,14.89847414,15.35335041,19.84624337,0.145245676,4.181796429,91.93974861
1,81,2,5.69,19547,0.003977407,-21.19960532,27.22221452,2.967026546,-0.617034458,11.5922638,10.00071106,42.13812836,0.427577446,3.93285727,253.8260265
1,81,2,6.01,19547,0.003604075,-20.41658445,20.22025713,3.050895153,0.040578374,8.121281966,9.065841309,39.5585808,0.382434572,4.003585075,265.6957256
1,81,2,6.03,19547,0.005721136,-17.03852031,24.14040887,3.592428325,0.672995634,22.99347971,9.711333378,33.93973521,0.323904626,4.505343771,149.1317288
1,81,2,4.93,19548,0.003946045,-14.95654208,29.0391907,5.314651131,-0.772146432,11.23623147,6.877497383,47.27896682,0.355212963,6.042559513,151.5191947
1,81,2,5.97,19548,0.004369434,-11.98740487,28.25721894,4.878335199,3.922262236,32.68508328,11.84431583,57.40984661,0.439484275,4.319851912,192.3506229
1,81,2,5.89,19548,0.004763943,-8.892146882,30.797495,6.273126466,5.566503515,22.67522793,9.555703505,28.84327556,0.325713166,4.290805114,127.1035823
1,81,2,5.51,19548,0.005382356,-14.17596245,23.56378562,3.435680533,4.930585001,9.02580923,16.33047924,55.30024075,0.419907387,4.54216129,201.06535
1,81,2,5.69,19549,0.005177015,-13.72696615,25.19844958,6.369056772,1.238297565,41.38107773,14.73516187,50.01216808,0.373241304,5.181276392,150.9688534
1,81,2,5.83,19549,0.005796866,-13.93723613,27.68849614,5.594933301,3.567685676,29.45538011,13.5273138,57.20210099,0.578447457,2.694684328,144.7268909
1,81,2,5.97,19549,0.003336252,-10.19272804,18.29675153,8.246939699,3.210559412,19.8439928,15.34551124,58.1837596,0.304586746,4.434143166,117.2147676
1,81,2,5.97,19550,0.003480433,-10.95054841,23.16928686,7.439615597,5.080197935,25.77551953,8.300561906,61.13164496,0.371120583,3.34869323,125.2499201
1,81,2,5.97,19550,0.002847595,-10.62697094,12.65600086,6.841034758,4.47529175,20.77422749,17.88698848,50.23786949,0.538798238,4.225666498,122.5468422
1,81,2,6.15,19550,0.004625485,-12.32276086,29.56409337,4.670348329,6.295320075,18.65951987,10.39779547,46.01965265,0.410338245,4.872683869,129.587804
1,81,2,5.97,19550,0.004343723,-12.02244061,23.80482861,3.533968291,7.262036137,9.697119966,13.33751647,84.37798886,0.220630202,4.370458531,100.2182208
1,81,2,5.97,19551,0.004273425,-11.32904146,21.15278275,6.574372588,4.410156691,23.63490409,10.56262224,83.39375808,0.461272507,4.260467017,125.1817672
1,81,2,6.11,19551,0.003809532,-9.689779012,13.79431461,7.339598325,6.007044345,29.21546565,12.63472656,31.27164311,0.298425124,4.309253392,257.1614435
1,81,2,5.61,19551,0.002434532,-6.138668779,13.52864211,11.17491535,4.16734314,28.53127866,7.377992483,10.34907218,0.33136596,3.817588665,105.4247417
1,81,2,5.97,19552,0.004098601,-18.14483992,21.84155384,4.702374515,4.477266861,36.52222294,9.525958684,53.91048081,0.42032107,2.844749416,185.6760186
1,81,2,5.97,19552,0.00298859,-13.10539593,18.6239923,7.661458499,2.571631866,33.38804567,10.70785311,21.29414245,0.421316911,3.674897771,105.6560545
1,81,2,6.01,19552,0.00300934,-10.4160359,21.05302741,8.302093949,2.810809318,26.21679733,10.52483102,23.58986633,0.474829327,3.69225612,85.79108189
1,81,2,5.83,19552,0.002517895,-5.927701972,14.59535745,12.67310195,3.46523106,25.95329485,12.9638068,17.7773442,0.340193848,1.971629103,179.8084657
1,81,2,5.97,19725,0.003639724,1.682354634,28.0189465,3.753903828,-7.616499045,8.308375548,11.50300967,37.62913302,0.289916318,3.64513512,279.5869834
1,81,2,5.55,19725,0.001385577,0.297934895,4.816017806,4.461768692,-10.05453761,23.72404105,13.95667492,52.245919,0.092673986,3.658384681,208.5924479
1,81,2,5.97,19725,0.001310253,4.363969376,6.647771002,5.189373686,-11.06329219,9.305089693,8.704527667,32.80255976,0.049260386,3.865586291,179.6884572
1,81,2,5.97,19725,0.001865257,1.67820071,12.31720974,5.766247764,-6.444628599,17.90031317,4.600323428,37.85307963,0.490191193,5.59720446,271.3981253
1,81,2,5.97,19844,0.002994683,2.389331801,12.76456117,17.87028856,-10.41260494,36.80177788,20.81756853,10.24853907,0.631291482,3.440081395,292.5348351
1,81,2,6.07,19844,0.002196482,8.695674993,9.200730075,21.91153671,-8.014681504,51.67659101,11.46674314,9.467260348,0.490082485,3.404865991,109.8577364
1,81,2,5.97,19844,0.003530724,10.63703226,13.15380255,14.79361732,-5.899558763,28.41358918,11.2000667,14.54470424,0.431566873,4.206574208,190.6428035
1,81,2,5.97,19844,0.00261598,5.964229548,12.96453428,17.91339491,-7.224606362,26.15541549,9.143267976,10.25192549,0.447905332,4.693496432,103.6113094
1,81,2,5.97,19905,0.001965203,-1.792867985,19.20873195,5.956018266,-12.40600972,14.66200405,15.21246804,63.43735597,0.090254159,5.88878563,134.3208376
1,81,2,5.61,19905,0.002176224,6.039692189,8.302740109,9.987157423,-7.807718857,17.99062797,10.04935447,21.04423978,0.212121285,3.243489988,234.4209881
1,81,2,5.49,19905,0.002612811,8.448059726,5.371481011,8.295088084,-6.525518392,16.20851371,10.36200151,17.02451578,0.262348705,3.711901271,223.5888446
1,81,2,5.99,19905,0.002563798,5.873026468,8.459783218,6.708264063,-5.428137796,16.61221209,7.302550659,18.35638784,0.296597016,5.776762863,197.6625212
1,81,2,5.97,19987,0.00418818,0.543643182,15.69556356,5.494372902,-8.565775404,13.5104039,13.86756389,16.87342973,0.08816073,2.882534619,137.8734595
1,81,2,5.97,19987,0.003573508,3.122587714,11.18759356,6.678645034,-4.050890945,18.58303501,8.295516316,31.24964639,0.122725133,2.792333441,98.67147744
1,81,2,5.97,19987,0.002317327,4.261079359,10.976884,5.863992109,-5.480612211,11.75462827,7.90283674,13.15279971,0.080399157,5.514902107,123.431283
1,81,2,5.97,19987,0.003323831,4.023048178,9.968343753,6.606125021,-4.528810547,15.29793629,7.811958115,18.42260883,0.066160191,3.838617243,161.0362222
1,81,2,5.95,20045,0.004272572,10.39559982,13.303246,17.96932896,-8.46077859,41.63125914,7.626240638,9.834086922,0.545705813,3.965239305,218.5438163
1,81,2,6.29,20045,0.002441303,8.576864867,6.871362304,17.53628391,-5.11017686,32.05028962,8.354859733,6.631950126,0.450266388,3.906085203,236.9558147
1,81,2,5.97,20045,0.00237017,10.78506426,12.55361655,24.25719214,-8.818218326,38.08584564,5.464201906,9.25020639,0.259877345,3.755749093,202.869471
1,81,2,5.87,20045,0.002855354,11.68218185,11.61575254,24.22038079,-8.225732431,31.02670942,9.565420963,13.86615873,0.418293847,4.280730446,173.6883177
1,81,2,5.97,20125,0.002364722,12.2678134,7.014504566,24.75332383,-10.9243406,46.42163549,6.235264203,7.427492335,0.064807236,3.328722522,200.8983962
1,81,2,5.97,20125,0.001838415,16.4709147,7.51080726,24.41672085,-10.869484,39.88807189,6.187211787,5.481916428,0.106236422,2.58036843,176.240019
1,81,2,5.93,20125,0.001498364,16.73478044,12.62709704,21.419155,-9.082726262,34.16364068,5.456177892,4.189158816,0.085492943,4.557755374,216.6028302
1,81,2,5.87,20125,0.002028871,13.38523217,9.280802955,18.67135089,-8.171922882,36.39830223,12.19625375,6.396566031,0.086932796,4.330495653,291.1729849
1,81,2,6.63,20191,0.002303146,-0.028691405,26.40809433,12.44873515,-9.670486927,22.982626,10.13685569,14.50184513,0.488298834,5.377708575,234.5417102
1,81,2,6.29,20191,0.002500484,-4.160549143,8.374075747,7.759254758,-4.974676125,30.03544875,1.890452044,10.98582962,0.135790922,2.03923416,244.3725968
1,81,2,5.97,20191,0.00273842,-6.929874991,11.78565456,4.15934055,-2.348949488,9.493132595,7.552446957,16.4522951,0.074988859,3.015767351,211.7637584
1,81,2,5.65,20191,0.002483825,0.216743695,20.9612732,3.559383535,-6.293774273,6.676192006,7.086056098,18.78142989,0.249204944,4.13484196,175.9492377
1,81,2,5.33,20251,0.003277445,0.912156711,13.92667459,22.56664154,-9.275490308,40.46078862,9.959643755,14.2926415,0.586818625,3.982993346,196.1222271
1,81,2,5.97,20251,0.002813093,-1.905157255,20.99939719,16.24403882,-10.50025658,36.32175607,14.70814719,21.58704535,0.652365604,4.580479198,230.3230709
1,81,2,6.01,20251,0.002612978,0.27329452,20.99897335,23.92709233,-8.37305183,45.79882416,12.36658791,19.04239353,0.472923361,4.710939281,124.9591685
1,81,2,5.95,20309,0.002297049,0.048028081,20.49127547,9.778394751,-11.17240141,42.48513906,10.83479624,52.73506797,0.11863875,6.658860866,183.7333125
1,81,2,5.93,20309,0.001708162,4.299595912,16.33880301,11.76551638,-6.025472065,22.26262909,10.64316607,39.60357701,0.181891326,4.929266111,181.1436819
1,81,2,5.93,20309,0.002012875,7.552161663,16.12515175,13.94464467,-6.759829354,19.36276782,5.623079475,36.83574926,0.68072455,3.970892059,213.0083603
1,81,2,5.93,20309,0.002336294,0.618217485,8.487431919,10.91249407,-6.229800705,18.7762992,4.232267876,26.03559119,0.239719047,2.953111039,229.3242998
1,81,2,5.63,20369,0.004678572,-1.238123264,15.54032028,7.260013877,-11.22237361,25.35383465,15.00480948,18.15192291,0.501345865,4.512664054,175.7325853
1,81,2,5.97,20369,0.002425849,3.85110113,16.16648754,26.58144031,-12.92638143,44.93404411,18.69934058,15.58606857,0.464636912,3.996124486,155.7101993
1,81,2,5.97,20369,0.002188598,0.382656532,23.00259326,23.51989034,-12.08367798,45.63167222,19.92443517,15.1150185,0.596209297,4.122203784,120.0658492
1,81,2,5.97,20369,0.003384819,-0.113808005,27.63426903,20.55144877,-11.56986136,49.7191692,17.47970341,25.95512223,0.576159995,4.876718835,232.9919116
1,81,2,4.11,20433,0.004592117,1.926821946,17.60313866,10.97660318,-8.322987895,27.59737599,14.85259932,26.71475236,0.516182964,4.089238191,254.2078096
1,81,2,5.97,20433,0.002308048,-0.856009681,18.40738894,18.48058582,-7.782748103,24.94656909,3.082183723,7.903546223,0.461951678,5.171224414,162.787923
1,81,2,5.57,20433,0.00308881,2.723363256,11.37539052,14.62314697,-5.981091191,22.82318946,7.065897678,5.832938544,0.519823797,3.967103341,143.6265212
1,81,2,5.97,20579,0.002923152,-6.030364038,14.53342949,4.74585005,-6.597743223,15.43515742,18.37837677,49.72992213,0.253689783,3.121952422,245.0600432
1,81,2,5.97,20579,0.002332557,-5.250475628,4.568004856,9.688051121,-2.646322588,16.45527959,12.58684067,39.87864617,0.06599184,5.01964928,279.9671504
1,81,2,5.93,20579,0.002666627,-3.033335472,2.341847075,11.26699204,-2.189585347,20.17785757,10.9402248,39.30948307,0.199561788,3.574424833,228.9992691
1,81,2,5.97,20579,0.002122343,-0.440497031,1.622517893,6.33681851,0.024309743,21.32864799,10.0414746,37.48862136,0.144842565,3.675577878,272.1221734
1,81,2,5.97,20635,0.001484126,-1.960042913,19.98709272,17.26257671,-8.814756455,25.65724153,12.72395899,40.8870351,0.607719249,5.092964983,243.1946512
1,81,2,5.97,20635,0.001681336,-1.287023027,16.26877372,6.683429409,-8.701576112,15.7234972,14.51873496,35.20769602,0.61185398,6.167285554,254.953714
1,81,2,5.97,20635,0.001478518,-1.721568659,15.83898792,6.671321422,-8.849530424,20.33628866,18.10716657,31.69613627,0.205060072,3.356502534,284.4935692
1,81,2,5.83,20635,0.001556519,-1.051341584,13.52016139,5.768502109,-8.23280589,23.21222768,17.37716739,27.63201665,0.455477509,3.1761502,222.1084276
1,81,2,5.99,20697,0.004104144,4.961011871,19.19433547,4.012993096,-8.357171517,15.77084799,18.1793949,25.57886587,0.760807345,4.525649381,97.50544499
1,81,2,5.97,20697,0.003563314,8.646115149,14.1093059,5.249571281,-9.62620132,18.63172305,14.42797169,11.43042741,0.522470087,4.49909107,93.0937088
1,81,2,6.01,20697,0.003838934,8.303698095,9.750605246,8.189726877,-10.83945377,21.84097879,6.78151571,9.27265526,0.518990912,3.342826632,221.0658913
1,81,2,5.97,20697,0.003753049,2.458309534,5.749103716,7.258146638,-7.560389695,16.1838313,12.51174787,11.77609318,0.506412554,4.998671618,184.5489518
0,78,1,5.93,13311,0.001996637,23.35845906,14.43863498,46.93781324,-9.978110563,99.38875924,6.120367655,43.09954139,0.281365288,4.731513502,160.5075249
0,78,1,5.93,13311,0.00260495,20.74964601,6.548508374,58.26341392,-10.79177603,125.1994011,12.31293946,50.67229458,0.239668034,4.549234199,150.5717335
1,78,1,5.93,12790,0.003735447,0.658771246,2.203255841,5.117913038,-9.17300679,27.13748829,45.12892634,10.25175038,0.266094026,4.45522147,102.4247779
1,78,1,5.95,12790,0.004266379,2.114803191,-3.516377715,2.46215592,-9.677808675,5.459074867,39.98869987,5.688058086,0.247175366,5.481610142,122.8052978
1,78,1,6.01,12790,0.0035436,2.444130002,-3.760789146,2.585108877,-7.529070872,7.176541675,40.71167677,8.580230817,0.27536714,5.492660136,115.8970779
1,78,1,5.95,12791,0.003325628,11.38638449,-10.11696882,6.120057365,-10.73898502,44.43932041,35.07037532,5.148952983,0.181573887,5.878227898,162.9160034
1,78,1,6.01,12791,0.004136466,7.089467392,-5.939223862,5.286213777,-9.063064349,20.94146689,45.6279157,20.32062118,0.267995794,5.463082838,122.8612725
1,78,1,6.01,12791,0.003685521,-0.84656338,-1.853571803,6.454260281,-5.808967731,12.6436639,39.83503762,2.876844419,0.312402766,5.176856732,157.2473452
1,78,1,5.97,12791,0.004427312,-0.339014976,-1.587667576,6.671406877,-6.920154468,13.20601163,46.69019625,5.927198268,0.376489522,4.571892238,164.1988518
1,78,1,5.87,12784,0.003008205,19.44705076,-4.250025768,20.62748069,-16.52366168,72.03844206,36.25286835,13.47313363,0.377671098,8.177838481,167.928701
1,78,1,5.97,12785,0.002919154,15.44893783,4.504797235,10.78891344,-14.02723127,25.62450485,43.66438384,11.53537007,0.474363833,4.293638952,128.4256177
1,78,1,6.01,12785,0.003867914,10.22932161,1.563102915,7.22591534,-14.49850991,14.11776711,47.52237113,9.35936635,0.396538341,4.632451668,154.4432618
1,78,1,5.97,12786,0.004211282,18.30553455,1.446112136,5.949278595,-12.37318535,58.1158972,30.39678182,6.542831382,0.251511198,7.609797038,112.2333132
1,78,1,5.97,12786,0.004347877,16.91950529,11.30350554,5.138226652,-12.4852098,22.90584693,32.38372732,7.099250426,0.279451535,7.061092109,104.1861656
1,78,1,5.99,12786,0.003582626,15.37095357,6.205413145,2.629104133,-10.73366731,6.769069737,28.01955669,8.874678326,0.25437878,6.041321723,131.134715
1,78,1,5.99,12787,0.003551842,11.89105137,0.46794304,7.85132328,-10.5661711,18.23930492,37.05729743,5.698376365,0.218014087,7.241406485,178.3346469
1,78,1,5.97,12787,0.004398831,5.917446564,13.01244481,3.054417413,-8.195855022,9.95821604,36.00853006,8.355255135,0.319204975,6.011166894,128.7154778
1,78,1,5.97,12787,0.00361779,5.69327118,5.686350082,2.919286362,-10.45941074,9.159817755,36.44593823,7.32025727,0.151906865,6.59156554,129.5204984
